[addition] 7 + 59 | 66
[relations] E412 is parent of E136. E136 is parent of E447. Who is the ancestor 2 of E447? | E412
[sorting] 2 8 0 1 0 9 6 5 0 | 0 0 0 1 2 5 6 8 9
[sorting] 5 4 3 9 6 5 0 0 | 0 0 3 4 5 5 6 9
[reversing] 2 0 8 7 4 8 1 6 | 6 1 8 4 7 8 0 2
[addition] 3 + 25 | 28
[addition] 64 + 3 | 67
[sorting] 6 5 6 4 7 6 7 2 4 1 7 2 | 1 2 2 4 4 5 6 6 6 7 7 7
[sorting] 4 9 5 5 7 5 8 | 4 5 5 5 7 8 9
[relations] E921 is parent of E811. Who is the ancestor 1 of E811? | E921
[relations] E773 is parent of E907. Who is the ancestor 1 of E907? | E773
[sorting] 0 4 0 8 2 | 0 0 2 4 8
[relations] E270 is parent of E840. Who is the ancestor 1 of E840? | E270
[relations] E174 is parent of E317. E317 is parent of E241. Who is the ancestor 2 of E241? | E174
[addition] 5 + 6 | 11
[sorting] 8 3 2 8 4 2 6 2 4 9 2 | 2 2 2 2 3 4 4 6 8 8 9
[sorting] 0 3 6 4 7 4 1 5 2 | 0 1 2 3 4 4 5 6 7
[reversing] 7 3 7 1 7 2 8 6 3 4 7 | 7 4 3 6 8 2 7 1 7 3 7
[copying] OGU | OGUOGUOGU
[relations] E631 is parent of E270. E270 is parent of E761. Who is the ancestor 2 of E761? | E631
[copying] DHKKY | DHKKYDHKKY
[reversing] 1 9 2 9 6 3 8 7 2 8 8 | 8 8 2 7 8 3 6 9 2 9 1
[addition] 75 + 661 | 736
[sorting] 0 2 9 1 7 9 8 0 2 8 | 0 0 1 2 2 7 8 8 9 9
[relations] E321 is parent of E425. E425 is parent of E633. Who is the ancestor 2 of E633? | E321
[reversing] 6 1 4 3 0 5 | 5 0 3 4 1 6
[sorting] 4 8 1 2 | 1 2 4 8
[copying] HWFZ | HWFZHWFZHWFZHWFZ
[copying] CRWB | CRWBCRWB
[addition] 115 + 7 | 122
[copying] WFYLRP | WFYLRPWFYLRPWFYLRP
[relations] E152 is parent of E727. E727 is parent of E156. Who is the ancestor 2 of E156? | E152
[copying] WRS | WRSWRSWRS
[addition] 6 + 9 | 15
[addition] 72 + 757 | 829
[reversing] 8 7 3 7 8 8 8 2 8 5 1 | 1 5 8 2 8 8 8 7 3 7 8
[relations] E538 is parent of E686. E686 is parent of E807. Who is the ancestor 2 of E807? | E538
[addition] 11 + 0 | 11
[sorting] 1 1 3 4 3 1 | 1 1 1 3 3 4
[sorting] 9 8 9 6 | 6 8 9 9
[copying] HNJL | HNJLHNJLHNJL
[relations] E885 is parent of E130. Who is the ancestor 1 of E130? | E885
[reversing] 2 5 8 0 2 8 2 0 2 4 | 4 2 0 2 8 2 0 8 5 2
[reversing] 8 4 4 0 7 3 0 5 2 | 2 5 0 3 7 0 4 4 8
[sorting] 9 2 0 4 0 2 7 1 4 7 6 6 | 0 0 1 2 2 4 4 6 6 7 7 9
[sorting] 5 9 1 3 | 1 3 5 9
[addition] 2 + 84 | 86
[copying] FX | FXFX
[relations] E242 is parent of E112. Who is the ancestor 1 of E112? | E242
[sorting] 8 1 7 9 4 6 4 8 9 8 | 1 4 4 6 7 8 8 8 9 9
[reversing] 3 6 9 2 0 2 | 2 0 2 9 6 3
[addition] 67 + 1 | 68
[sorting] 8 0 1 4 5 | 0 1 4 5 8
[copying] DAMFU | DAMFUDAMFUDAMFU
[copying] VF | VFVFVF
[relations] E587 is parent of E202. Who is the ancestor 1 of E202? | E587
[relations] E242 is parent of E112. Who is the ancestor 1 of E112? | E242
[copying] HWFZ | HWFZHWFZHWFZHWFZ
[sorting] 3 5 1 7 9 6 5 4 8 1 1 | 1 1 1 3 4 5 5 6 7 8 9
[copying] EPGP | EPGPEPGPEPGPEPGP
[sorting] 2 1 3 4 8 6 | 1 2 3 4 6 8
[sorting] 3 9 3 8 9 6 8 9 | 3 3 6 8 8 9 9 9
[sorting] 2 8 2 4 0 3 6 8 4 0 1 7 | 0 0 1 2 2 3 4 4 6 7 8 8
[addition] 8 + 3 | 11
[sorting] 0 9 0 8 | 0 0 8 9
[addition] 80 + 4 | 84
[sorting] 3 9 3 8 9 6 8 9 | 3 3 6 8 8 9 9 9
[reversing] 8 1 1 7 5 4 0 2 | 2 0 4 5 7 1 1 8
[relations] E161 is parent of E40. Who is the ancestor 1 of E40? | E161
[relations] E905 is parent of E781. E781 is parent of E345. Who is the ancestor 2 of E345? | E905
[relations] E500 is parent of E722. E722 is parent of E762. Who is the ancestor 2 of E762? | E500
[addition] 4 + 721 | 725
[relations] E483 is parent of E884. Who is the ancestor 1 of E884? | E483
[copying] PA | PAPAPA
[reversing] 4 5 9 4 7 4 3 1 | 1 3 4 7 4 9 5 4
[copying] WSQA | WSQAWSQAWSQA
[reversing] 9 1 4 5 6 0 5 5 | 5 5 0 6 5 4 1 9
[addition] 85 + 866 | 951
[reversing] 6 9 1 1 | 1 1 9 6
[sorting] 2 6 7 6 8 2 7 4 4 8 0 3 | 0 2 2 3 4 4 6 6 7 7 8 8
[sorting] 8 6 6 5 4 2 8 0 7 | 0 2 4 5 6 6 7 8 8
[sorting] 1 8 8 7 9 4 | 1 4 7 8 8 9
[relations] E522 is parent of E382. E382 is parent of E584. Who is the ancestor 2 of E584? | E522
[copying] HIAZER | HIAZERHIAZER
[copying] FVY | FVYFVYFVYFVY
[addition] 7 + 9 | 16
[relations] E840 is parent of E342. Who is the ancestor 1 of E342? | E840
[sorting] 4 5 6 1 1 3 4 1 | 1 1 1 3 4 4 5 6
[copying] TR | TRTRTRTR
[addition] 81 + 92 | 173
[reversing] 1 9 8 1 7 8 1 3 4 | 4 3 1 8 7 1 8 9 1
[sorting] 9 9 4 0 5 9 | 0 4 5 9 9 9
[addition] 4 + 8 | 12
[copying] UV | UVUVUV
[sorting] 2 0 9 6 7 1 4 9 7 5 4 0 | 0 0 1 2 4 4 5 6 7 7 9 9
[addition] 732 + 74 | 806
[relations] E206 is parent of E166. Who is the ancestor 1 of E166? | E206
[addition] 430 + 1 | 431
[reversing] 5 8 9 5 0 5 6 | 6 5 0 5 9 8 5
[reversing] 6 9 1 1 | 1 1 9 6
[sorting] 0 5 9 8 9 7 5 1 1 0 7 | 0 0 1 1 5 5 7 7 8 9 9
[sorting] 9 3 0 7 6 2 | 0 2 3 6 7 9
[reversing] 7 1 3 1 1 3 5 0 7 7 5 | 5 7 7 0 5 3 1 1 3 1 7
[copying] DROR | DRORDRORDRORDROR
[relations] E859 is parent of E570. E570 is parent of E723. Who is the ancestor 2 of E723? | E859
[relations] E937 is parent of E208. Who is the ancestor 1 of E208? | E937
[addition] 4 + 6 | 10
[copying] CWEUVJ | CWEUVJCWEUVJCWEUVJ
[reversing] 3 5 4 0 | 0 4 5 3
[sorting] 0 4 9 3 9 9 5 1 | 0 1 3 4 5 9 9 9
[relations] E452 is parent of E391. E391 is parent of E588. Who is the ancestor 2 of E588? | E452
[relations] E237 is parent of E293. E293 is parent of E342. Who is the ancestor 2 of E342? | E237
[addition] 4 + 824 | 828
[sorting] 9 4 9 6 5 | 4 5 6 9 9
[copying] LANF | LANFLANF
[addition] 64 + 3 | 67
[reversing] 3 4 3 | 3 4 3
[sorting] 2 2 2 9 1 0 0 0 6 8 4 2 | 0 0 0 1 2 2 2 2 4 6 8 9
[relations] E763 is parent of E71. E71 is parent of E931. Who is the ancestor 2 of E931? | E763
[reversing] 7 0 0 4 7 5 8 0 2 5 5 | 5 5 2 0 8 5 7 4 0 0 7
[copying] CZPSZG | CZPSZGCZPSZG
[sorting] 5 5 7 7 6 4 7 7 1 7 3 8 | 1 3 4 5 5 6 7 7 7 7 7 8
[copying] UA | UAUA
[reversing] 2 9 8 7 7 3 2 9 5 6 | 6 5 9 2 3 7 7 8 9 2
[copying] QWPOE | QWPOEQWPOEQWPOEQWPOE
[relations] E154 is parent of E942. E942 is parent of E760. Who is the ancestor 2 of E760? | E154
[sorting] 8 8 5 0 0 1 | 0 0 1 5 8 8
[reversing] 3 7 6 | 6 7 3
[copying] CER | CERCERCERCER
[relations] E455 is parent of E275. E275 is parent of E862. Who is the ancestor 2 of E862? | E455
[addition] 46 + 4 | 50
[relations] E363 is parent of E818. Who is the ancestor 1 of E818? | E363
[reversing] 4 4 6 6 8 0 2 | 2 0 8 6 6 4 4
[sorting] 1 5 8 3 | 1 3 5 8
[sorting] 5 0 6 2 2 2 6 9 9 | 0 2 2 2 5 6 6 9 9
[sorting] 1 2 9 8 | 1 2 8 9
[relations] E594 is parent of E249. E249 is parent of E26. Who is the ancestor 2 of E26? | E594
[reversing] 0 9 4 1 5 | 5 1 4 9 0
[sorting] 1 1 4 3 6 | 1 1 3 4 6
[relations] E988 is parent of E221. E221 is parent of E798. Who is the ancestor 2 of E798? | E988
[sorting] 6 8 6 0 4 7 3 1 5 5 0 2 | 0 0 1 2 3 4 5 5 6 6 7 8
[reversing] 0 8 5 4 3 1 0 8 2 5 2 9 | 9 2 5 2 8 0 1 3 4 5 8 0
[sorting] 9 7 6 9 | 6 7 9 9
[copying] BVFV | BVFVBVFVBVFVBVFV
[relations] E885 is parent of E166. Who is the ancestor 1 of E166? | E885
[sorting] 1 0 0 9 9 9 2 1 5 0 5 9 | 0 0 0 1 1 2 5 5 9 9 9 9
[reversing] 3 6 6 0 | 0 6 6 3
[sorting] 8 1 2 3 | 1 2 3 8
[addition] 0 + 500 | 500
[relations] E740 is parent of E87. Who is the ancestor 1 of E87? | E740
[addition] 9 + 7 | 16
[reversing] 8 5 2 4 6 5 7 0 | 0 7 5 6 4 2 5 8
[sorting] 5 1 8 9 4 8 4 0 5 | 0 1 4 4 5 5 8 8 9
[addition] 79 + 16 | 95
[sorting] 0 8 5 2 7 2 | 0 2 2 5 7 8
[relations] E23 is parent of E909. E909 is parent of E404. Who is the ancestor 2 of E404? | E23
[sorting] 7 4 1 4 4 7 4 7 9 0 2 | 0 1 2 4 4 4 4 7 7 7 9
[addition] 4 + 9 | 13
[addition] 871 + 970 | 1841
[sorting] 2 2 7 1 | 1 2 2 7
[addition] 7 + 5 | 12
[addition] 12 + 59 | 71
[addition] 23 + 2 | 25
[copying] PSO | PSOPSOPSO
[copying] TE | TETETE
[copying] ILMB | ILMBILMB
[copying] SBMWW | SBMWWSBMWWSBMWWSBMWW
[sorting] 1 3 4 3 2 1 3 4 8 | 1 1 2 3 3 3 4 4 8
[copying] ZCJUQT | ZCJUQTZCJUQTZCJUQT
[sorting] 6 4 4 1 3 | 1 3 4 4 6
[sorting] 2 8 1 9 5 8 8 8 | 1 2 5 8 8 8 8 9
[addition] 832 + 30 | 862
[sorting] 0 7 8 6 | 0 6 7 8
[addition] 3 + 8 | 11
[reversing] 7 2 0 4 6 | 6 4 0 2 7
[reversing] 2 4 4 1 7 8 6 3 | 3 6 8 7 1 4 4 2
[reversing] 5 3 2 6 | 6 2 3 5
[addition] 8 + 7 | 15
[reversing] 8 7 3 4 2 1 9 5 | 5 9 1 2 4 3 7 8
[addition] 7 + 42 | 49
[sorting] 7 5 7 5 1 6 9 3 9 | 1 3 5 5 6 7 7 9 9
[addition] 0 + 70 | 70
[relations] E621 is parent of E157. E157 is parent of E413. Who is the ancestor 2 of E413? | E621
[reversing] 7 3 5 | 5 3 7
[copying] NBJ | NBJNBJ
[sorting] 9 7 8 4 3 0 9 8 6 | 0 3 4 6 7 8 8 9 9
[reversing] 0 8 5 2 4 5 8 3 4 9 | 9 4 3 8 5 4 2 5 8 0
[sorting] 7 8 5 9 8 | 5 7 8 8 9
[copying] MLAJZ | MLAJZMLAJZMLAJZ
[copying] MSUN | MSUNMSUN
[reversing] 0 5 9 | 9 5 0
[sorting] 2 8 0 1 0 9 6 5 0 | 0 0 0 1 2 5 6 8 9
[reversing] 8 2 9 6 1 4 2 8 9 3 2 | 2 3 9 8 2 4 1 6 9 2 8
[copying] MPZ | MPZMPZMPZ
[sorting] 2 6 4 9 | 2 4 6 9
[sorting] 0 7 3 0 8 6 6 | 0 0 3 6 6 7 8
[sorting] 9 7 8 4 3 0 9 8 6 | 0 3 4 6 7 8 8 9 9
[copying] UZGQXP | UZGQXPUZGQXPUZGQXP
[sorting] 2 7 3 1 2 4 3 3 3 | 1 2 2 3 3 3 3 4 7
[sorting] 3 2 6 6 5 6 | 2 3 5 6 6 6
[addition] 4 + 3 | 7
[addition] 5 + 76 | 81
[addition] 5 + 8 | 13
[reversing] 7 6 8 0 1 | 1 0 8 6 7
[copying] HO | HOHOHO
[addition] 1 + 0 | 1
[relations] E154 is parent of E942. E942 is parent of E760. Who is the ancestor 2 of E760? | E154
[copying] CE | CECE
[copying] RYWBDW | RYWBDWRYWBDWRYWBDWRYWBDW
[reversing] 7 3 6 7 | 7 6 3 7
[reversing] 8 1 1 3 4 5 6 9 6 1 2 | 2 1 6 9 6 5 4 3 1 1 8
[sorting] 0 5 3 7 | 0 3 5 7
[copying] BEJFX | BEJFXBEJFX
[addition] 0 + 9 | 9
[reversing] 5 0 1 5 5 0 7 4 1 9 | 9 1 4 7 0 5 5 1 0 5
[reversing] 4 3 5 | 5 3 4
[sorting] 9 5 3 2 0 6 4 8 3 2 | 0 2 2 3 3 4 5 6 8 9
[copying] HWFZ | HWFZHWFZHWFZHWFZ
[relations] E969 is parent of E335. E335 is parent of E24. Who is the ancestor 2 of E24? | E969
[sorting] 8 1 5 1 5 2 4 7 6 | 1 1 2 4 5 5 6 7 8
[copying] IAED | IAEDIAEDIAED
[addition] 3 + 73 | 76
[sorting] 5 9 5 8 3 1 2 0 3 2 1 8 | 0 1 1 2 2 3 3 5 5 8 8 9
[addition] 5 + 1 | 6
[copying] VBTIM | VBTIMVBTIM
[relations] E614 is parent of E791. Who is the ancestor 1 of E791? | E614
[addition] 26 + 6 | 32
[relations] E118 is parent of E399. Who is the ancestor 1 of E399? | E118
[copying] KFFPWD | KFFPWDKFFPWDKFFPWDKFFPWD
[relations] E353 is parent of E684. E684 is parent of E493. Who is the ancestor 2 of E493? | E353
[addition] 46 + 922 | 968
[sorting] 6 6 6 5 4 1 5 5 8 1 | 1 1 4 5 5 5 6 6 6 8
[relations] E591 is parent of E950. E950 is parent of E133. Who is the ancestor 2 of E133? | E591
[reversing] 6 2 6 8 6 1 2 9 5 9 5 3 | 3 5 9 5 9 2 1 6 8 6 2 6
[addition] 5 + 5 | 10
[reversing] 6 1 2 4 3 | 3 4 2 1 6
[reversing] 9 2 0 6 0 0 2 0 4 2 6 | 6 2 4 0 2 0 0 6 0 2 9
[addition] 614 + 888 | 1502
[copying] NZWLHR | NZWLHRNZWLHRNZWLHR
[addition] 7 + 806 | 813
[relations] E847 is parent of E879. Who is the ancestor 1 of E879? | E847
[sorting] 6 0 6 4 0 9 6 2 2 3 3 8 | 0 0 2 2 3 3 4 6 6 6 8 9
[reversing] 4 6 8 7 4 5 | 5 4 7 8 6 4
[copying] JFYRP | JFYRPJFYRP
[relations] E858 is parent of E910. E910 is parent of E373. Who is the ancestor 2 of E373? | E858
[reversing] 8 8 8 1 5 8 9 | 9 8 5 1 8 8 8
[reversing] 0 3 8 2 | 2 8 3 0
[reversing] 4 0 6 4 6 5 5 1 1 4 8 1 | 1 8 4 1 1 5 5 6 4 6 0 4
[addition] 2 + 4 | 6
[copying] WSIXZ | WSIXZWSIXZWSIXZ
[sorting] 8 4 4 4 5 2 3 | 2 3 4 4 4 5 8
[addition] 16 + 829 | 845
[reversing] 2 6 4 5 1 5 2 0 7 1 7 5 | 5 7 1 7 0 2 5 1 5 4 6 2
[copying] MGSA | MGSAMGSAMGSAMGSA
[sorting] 1 5 8 7 0 9 6 4 5 7 4 | 0 1 4 4 5 5 6 7 7 8 9
[copying] DEEVXY | DEEVXYDEEVXY
[reversing] 7 8 0 1 2 0 7 0 5 4 5 9 | 9 5 4 5 0 7 0 2 1 0 8 7
[relations] E502 is parent of E197. Who is the ancestor 1 of E197? | E502
[relations] E306 is parent of E629. Who is the ancestor 1 of E629? | E306
[reversing] 1 7 0 4 2 7 2 4 1 | 1 4 2 7 2 4 0 7 1
[copying] HJ | HJHJ
[sorting] 2 6 7 7 | 2 6 7 7
[addition] 558 + 27 | 585
[addition] 4 + 825 | 829
[relations] E146 is parent of E173. E173 is parent of E569. Who is the ancestor 2 of E569? | E146
[sorting] 5 6 6 5 7 1 7 4 1 7 5 | 1 1 4 5 5 5 6 6 7 7 7
[reversing] 7 4 9 8 0 7 2 6 | 6 2 7 0 8 9 4 7
[sorting] 7 4 3 7 | 3 4 7 7
[sorting] 0 6 7 9 0 2 | 0 0 2 6 7 9
[addition] 5 + 9 | 14
[copying] IYV | IYVIYVIYV
[copying] QLIIV | QLIIVQLIIVQLIIV
[reversing] 0 8 6 4 7 0 1 1 7 9 | 9 7 1 1 0 7 4 6 8 0
[relations] E290 is parent of E94. Who is the ancestor 1 of E94? | E290
[addition] 46 + 4 | 50
[sorting] 0 1 1 0 0 0 2 9 8 2 3 6 | 0 0 0 0 1 1 2 2 3 6 8 9
[addition] 39 + 440 | 479
[addition] 79 + 16 | 95
[reversing] 5 2 7 0 6 6 7 5 1 0 | 0 1 5 7 6 6 0 7 2 5
[addition] 0 + 50 | 50
[addition] 1 + 4 | 5
[copying] AWCRG | AWCRGAWCRG
[reversing] 5 7 5 | 5 7 5
[addition] 53 + 782 | 835
[reversing] 2 9 8 9 1 | 1 9 8 9 2
[copying] POCX | POCXPOCX
[copying] XTVGJN | XTVGJNXTVGJNXTVGJNXTVGJN
[copying] PL | PLPLPLPL
[reversing] 2 1 1 | 1 1 2
[sorting] 6 2 3 6 9 1 0 9 7 | 0 1 2 3 6 6 7 9 9
[addition] 431 + 1 | 432
[copying] OA | OAOAOA
[reversing] 3 7 3 | 3 7 3
[copying] QCHAA | QCHAAQCHAAQCHAA
[sorting] 6 9 1 8 4 6 5 7 8 | 1 4 5 6 6 7 8 8 9
[relations] E63 is parent of E170. E170 is parent of E691. Who is the ancestor 2 of E691? | E63
[addition] 2 + 8 | 10
[addition] 11 + 3 | 14
[copying] NEUVWY | NEUVWYNEUVWY
[sorting] 7 6 4 6 3 3 | 3 3 4 6 6 7
[copying] UZVIW | UZVIWUZVIWUZVIW
[addition] 8 + 0 | 8
[addition] 826 + 33 | 859
[copying] DJGSI | DJGSIDJGSI
[sorting] 5 9 1 3 | 1 3 5 9
[addition] 903 + 9 | 912
[sorting] 6 3 7 3 1 8 2 7 3 8 9 | 1 2 3 3 3 6 7 7 8 8 9
[sorting] 0 2 6 1 3 5 8 0 2 8 1 | 0 0 1 1 2 2 3 5 6 8 8
[relations] E522 is parent of E382. E382 is parent of E584. Who is the ancestor 2 of E584? | E522
[reversing] 1 5 2 7 1 5 7 2 9 | 9 2 7 5 1 7 2 5 1
[relations] E778 is parent of E301. Who is the ancestor 1 of E301? | E778
[copying] YPAH | YPAHYPAH
[sorting] 3 2 6 6 5 6 | 2 3 5 6 6 6
[relations] E370 is parent of E69. E69 is parent of E440. Who is the ancestor 2 of E440? | E370
[relations] E660 is parent of E14. Who is the ancestor 1 of E14? | E660
[sorting] 7 2 9 1 6 1 3 0 7 | 0 1 1 2 3 6 7 7 9
[sorting] 6 4 7 3 0 9 4 1 7 5 | 0 1 3 4 4 5 6 7 7 9
[reversing] 4 8 6 2 4 8 4 4 5 0 5 4 | 4 5 0 5 4 4 8 4 2 6 8 4
[sorting] 2 1 3 0 9 3 | 0 1 2 3 3 9
[copying] JI | JIJIJIJI
[relations] E652 is parent of E760. Who is the ancestor 1 of E760? | E652
[copying] DAQMKE | DAQMKEDAQMKEDAQMKE
[sorting] 7 6 2 9 | 2 6 7 9
[relations] E616 is parent of E95. Who is the ancestor 1 of E95? | E616
[relations] E336 is parent of E45. E45 is parent of E289. Who is the ancestor 2 of E289? | E336
[copying] JFYRP | JFYRPJFYRP
[reversing] 1 3 4 9 1 | 1 9 4 3 1
[addition] 99 + 302 | 401
[copying] JHVR | JHVRJHVR
[reversing] 3 7 4 0 4 0 | 0 4 0 4 7 3
[sorting] 8 7 3 9 9 7 3 6 | 3 3 6 7 7 8 9 9
[relations] E6 is parent of E852. Who is the ancestor 1 of E852? | E6
[reversing] 3 5 8 0 9 6 5 1 9 | 9 1 5 6 9 0 8 5 3
[sorting] 0 7 4 1 7 2 1 | 0 1 1 2 4 7 7
[sorting] 0 6 3 1 5 7 0 1 6 2 5 2 | 0 0 1 1 2 2 3 5 5 6 6 7
[sorting] 0 3 6 4 7 4 1 5 2 | 0 1 2 3 4 4 5 6 7
[sorting] 9 7 7 3 7 7 7 5 5 7 0 | 0 3 5 5 7 7 7 7 7 7 9
[relations] E226 is parent of E160. Who is the ancestor 1 of E160? | E226
[addition] 948 + 28 | 976
[relations] E394 is parent of E925. Who is the ancestor 1 of E925? | E394
[copying] UP | UPUPUP
[copying] IAD | IADIADIADIAD
[reversing] 3 5 7 | 7 5 3
[copying] COQPIQ | COQPIQCOQPIQCOQPIQ
[reversing] 0 0 0 0 6 3 6 5 | 5 6 3 6 0 0 0 0
[relations] E741 is parent of E660. Who is the ancestor 1 of E660? | E741
[copying] SW | SWSWSWSW
[copying] PNSWJB | PNSWJBPNSWJBPNSWJB
[addition] 185 + 52 | 237
[addition] 1 + 4 | 5
[sorting] 0 0 6 6 7 3 6 2 3 1 7 | 0 0 1 2 3 3 6 6 6 7 7
[sorting] 7 1 3 0 3 2 7 | 0 1 2 3 3 7 7
[sorting] 3 1 1 1 2 5 4 9 6 0 0 | 0 0 1 1 1 2 3 4 5 6 9
[reversing] 9 5 7 4 9 9 | 9 9 4 7 5 9
[addition] 5 + 1 | 6
[copying] UI | UIUI
[addition] 966 + 2 | 968
[addition] 6 + 7 | 13
[relations] E546 is parent of E752. Who is the ancestor 1 of E752? | E546
[addition] 386 + 433 | 819
[reversing] 8 0 0 8 6 1 9 4 | 4 9 1 6 8 0 0 8
[sorting] 2 6 2 1 4 7 9 | 1 2 2 4 6 7 9
[addition] 79 + 16 | 95
[relations] E750 is parent of E637. Who is the ancestor 1 of E637? | E750
[copying] GKJ | GKJGKJGKJ
[reversing] 5 0 3 5 9 8 4 | 4 8 9 5 3 0 5
[relations] E20 is parent of E797. Who is the ancestor 1 of E797? | E20
[sorting] 2 6 2 1 4 7 9 | 1 2 2 4 6 7 9
[sorting] 6 0 7 6 9 8 4 9 | 0 4 6 6 7 8 9 9
[copying] MLRRR | MLRRRMLRRR
[relations] E504 is parent of E796. E796 is parent of E90. Who is the ancestor 2 of E90? | E504
[addition] 4 + 62 | 66
[relations] E873 is parent of E959. E959 is parent of E991. Who is the ancestor 2 of E991? | E873
[addition] 80 + 1 | 81
[reversing] 5 7 2 5 8 3 5 5 | 5 5 3 8 5 2 7 5
[sorting] 9 0 9 5 2 9 5 3 4 9 4 5 | 0 2 3 4 4 5 5 5 9 9 9 9
[copying] TPOW | TPOWTPOW
[addition] 1 + 5 | 6
[relations] E802 is parent of E302. E302 is parent of E839. Who is the ancestor 2 of E839? | E802
[copying] AQZRTW | AQZRTWAQZRTWAQZRTWAQZRTW
[reversing] 5 2 1 3 1 | 1 3 1 2 5
[copying] IK | IKIK
[copying] MHUEZO | MHUEZOMHUEZO
[relations] E870 is parent of E28. Who is the ancestor 1 of E28? | E870
[sorting] 3 7 9 7 3 3 4 | 3 3 3 4 7 7 9
[copying] UCCF | UCCFUCCF
[addition] 249 + 675 | 924
[copying] EXL | EXLEXL
[addition] 24 + 5 | 29
[sorting] 4 8 3 3 6 2 4 3 9 | 2 3 3 3 4 4 6 8 9
[reversing] 7 4 4 2 2 5 2 3 3 1 3 9 | 9 3 1 3 3 2 5 2 2 4 4 7
[reversing] 6 9 6 5 6 2 1 3 9 6 | 6 9 3 1 2 6 5 6 9 6
[sorting] 7 4 3 7 | 3 4 7 7
[sorting] 9 1 4 2 1 0 8 8 1 1 4 | 0 1 1 1 1 2 4 4 8 8 9
[reversing] 9 0 1 0 7 9 8 3 8 4 9 | 9 4 8 3 8 9 7 0 1 0 9
[reversing] 4 0 3 8 3 4 5 9 3 | 3 9 5 4 3 8 3 0 4
[copying] AWCRG | AWCRGAWCRG
[relations] E49 is parent of E522. E522 is parent of E489. Who is the ancestor 2 of E489? | E49
[sorting] 4 9 2 6 8 2 | 2 2 4 6 8 9
[reversing] 7 1 4 2 5 5 2 7 2 | 2 7 2 5 5 2 4 1 7
[addition] 27 + 21 | 48
[relations] E412 is parent of E136. E136 is parent of E447. Who is the ancestor 2 of E447? | E412
[addition] 88 + 512 | 600
[sorting] 8 4 4 4 5 2 3 | 2 3 4 4 4 5 8
[copying] WKRXW | WKRXWWKRXWWKRXWWKRXW
[addition] 26 + 6 | 32
[copying] DHYR | DHYRDHYR
[reversing] 4 1 6 5 5 1 | 1 5 5 6 1 4
[copying] USFN | USFNUSFNUSFN
[addition] 73 + 75 | 148
[relations] E166 is parent of E706. Who is the ancestor 1 of E706? | E166
[relations] E119 is parent of E601. E601 is parent of E476. Who is the ancestor 2 of E476? | E119
[reversing] 7 6 0 1 6 8 7 | 7 8 6 1 0 6 7
[addition] 41 + 833 | 874
[relations] E395 is parent of E507. Who is the ancestor 1 of E507? | E395
[sorting] 8 1 8 2 1 | 1 1 2 8 8
[relations] E321 is parent of E522. E522 is parent of E424. Who is the ancestor 2 of E424? | E321
[reversing] 5 2 1 3 1 | 1 3 1 2 5
[reversing] 8 5 2 | 2 5 8
[sorting] 5 3 3 1 8 2 1 9 | 1 1 2 3 3 5 8 9
[addition] 2 + 9 | 11
[addition] 9 + 91 | 100
[relations] E490 is parent of E900. Who is the ancestor 1 of E900? | E490
[sorting] 4 6 3 2 6 7 | 2 3 4 6 6 7
[addition] 3 + 4 | 7
[reversing] 0 2 9 2 2 6 4 0 1 3 | 3 1 0 4 6 2 2 9 2 0
[sorting] 2 8 2 4 0 3 6 8 4 0 1 7 | 0 0 1 2 2 3 4 4 6 7 8 8
[addition] 717 + 8 | 725
[reversing] 2 4 1 9 1 4 2 4 7 | 7 4 2 4 1 9 1 4 2
[sorting] 0 1 3 4 5 | 0 1 3 4 5
[addition] 64 + 28 | 92
[copying] YGR | YGRYGRYGR
[relations] E926 is parent of E626. E626 is parent of E627. Who is the ancestor 2 of E627? | E926
[copying] HIAZER | HIAZERHIAZER
[sorting] 9 3 4 1 6 7 | 1 3 4 6 7 9
[reversing] 4 0 3 0 5 | 5 0 3 0 4
[relations] E902 is parent of E919. Who is the ancestor 1 of E919? | E902
[reversing] 8 9 7 9 7 8 6 4 5 9 | 9 5 4 6 8 7 9 7 9 8
[sorting] 1 7 7 8 7 7 | 1 7 7 7 7 8
[copying] YGR | YGRYGRYGR
[copying] PVT | PVTPVTPVTPVT
[reversing] 9 2 1 7 3 6 4 8 7 6 6 | 6 6 7 8 4 6 3 7 1 2 9
[copying] DTXSFY | DTXSFYDTXSFYDTXSFY
[copying] DMYH | DMYHDMYH
[reversing] 9 4 3 2 7 1 5 9 0 1 | 1 0 9 5 1 7 2 3 4 9
[relations] E352 is parent of E646. Who is the ancestor 1 of E646? | E352
[sorting] 2 3 1 7 9 5 | 1 2 3 5 7 9
[sorting] 2 4 5 4 9 2 | 2 2 4 4 5 9
[reversing] 6 3 2 0 6 | 6 0 2 3 6
[addition] 1 + 28 | 29
[reversing] 0 3 6 2 2 5 8 2 5 7 | 7 5 2 8 5 2 2 6 3 0
[addition] 9 + 7 | 16
[relations] E419 is parent of E576. E576 is parent of E117. Who is the ancestor 2 of E117? | E419
[copying] OMJ | OMJOMJOMJOMJ
[copying] EUWP | EUWPEUWPEUWPEUWP
[copying] HJO | HJOHJO
[addition] 2 + 773 | 775
[sorting] 7 1 3 1 2 9 8 1 5 3 3 | 1 1 1 2 3 3 3 5 7 8 9
[relations] E625 is parent of E828. Who is the ancestor 1 of E828? | E625
[addition] 6 + 49 | 55
