[addition] 22468 + 38614 | 61082
[reversing] 2 0 7 2 2 0 1 6 3 | 3 6 1 0 2 2 7 0 2
[relations] E488 is parent of E724. Who is the ancestor 1 of E724? | E488
[sorting] 7 9 2 0 9 7 3 9 7 8 | 0 2 3 7 7 7 8 9 9 9
[sorting] 9 8 2 9 2 2 1 7 | 1 2 2 2 7 8 9 9
[sorting] 2 3 6 0 6 7 4 | 0 2 3 4 6 6 7
[relations] E181 is parent of E4. E4 is parent of E275. Who is the ancestor 2 of E275? | E181
[addition] 92 + 291 | 383
[sorting] 4 1 4 2 1 | 1 1 2 4 4
[sorting] 1 2 4 2 0 4 6 1 6 | 0 1 1 2 2 4 4 6 6
[addition] 9 + 20 | 29
[reversing] 4 7 7 | 7 7 4
[addition] 891 + 52 | 943
[copying] YQ | YQYQ
[reversing] 7 1 2 3 7 9 0 9 8 0 7 7 | 7 7 0 8 9 0 9 7 3 2 1 7
[relations] E101 is parent of E120. Who is the ancestor 1 of E120? | E101
[sorting] 8 0 1 4 5 | 0 1 4 5 8
[addition] 39 + 440 | 479
[relations] E977 is parent of E273. Who is the ancestor 1 of E273? | E977
[copying] KB | KBKBKBKB
[copying] AZYKI | AZYKIAZYKIAZYKIAZYKI
[reversing] 1 1 1 0 0 | 0 0 1 1 1
[addition] 14 + 968 | 982
[sorting] 3 6 1 3 4 9 | 1 3 3 4 6 9
[relations] E847 is parent of E879. Who is the ancestor 1 of E879? | E847
[sorting] 0 1 4 7 3 | 0 1 3 4 7
[copying] HVQX | HVQXHVQX
[copying] MP | MPMP
[reversing] 6 0 6 0 | 0 6 0 6
[reversing] 9 0 5 0 | 0 5 0 9
[copying] ZGBOV | ZGBOVZGBOVZGBOV
[reversing] 6 7 9 2 8 4 8 9 | 9 8 4 8 2 9 7 6
[copying] AY | AYAY
[relations] E763 is parent of E383. E383 is parent of E586. Who is the ancestor 2 of E586? | E763
[addition] 8 + 5 | 13
[addition] 1 + 4 | 5
[sorting] 4 3 8 9 0 2 9 8 7 | 0 2 3 4 7 8 8 9 9
[reversing] 7 9 7 5 5 4 | 4 5 5 7 9 7
[reversing] 3 2 1 8 4 1 | 1 4 8 1 2 3
[relations] E272 is parent of E330. E330 is parent of E890. Who is the ancestor 2 of E890? | E272
[addition] 0 + 10 | 10
[reversing] 1 7 5 0 8 8 9 7 7 | 7 7 9 8 8 0 5 7 1
[reversing] 0 5 8 9 8 7 5 1 | 1 5 7 8 9 8 5 0
[copying] YVJ | YVJYVJ
[copying] SMR | SMRSMRSMRSMR
[sorting] 1 5 8 3 | 1 3 5 8
[reversing] 7 9 5 | 5 9 7
[sorting] 6 9 0 7 0 4 2 2 1 5 1 8 | 0 0 1 1 2 2 4 5 6 7 8 9
[relations] E296 is parent of E917. Who is the ancestor 1 of E917? | E296
[relations] E615 is parent of E553. Who is the ancestor 1 of E553? | E615
[copying] QI | QIQIQIQI
[reversing] 9 1 6 0 2 9 | 9 2 0 6 1 9
[addition] 826 + 32 | 858
[addition] 1155 + 504 | 1659
[relations] E323 is parent of E149. Who is the ancestor 1 of E149? | E323
[relations] E707 is parent of E170. Who is the ancestor 1 of E170? | E707
[reversing] 4 9 6 7 8 6 1 1 4 6 4 6 | 6 4 6 4 1 1 6 8 7 6 9 4
[relations] E488 is parent of E230. Who is the ancestor 1 of E230? | E488
[addition] 7 + 532 | 539
[addition] 516 + 8 | 524
[sorting] 3 3 3 0 2 1 | 0 1 2 3 3 3
[reversing] 3 1 8 5 0 1 0 3 9 6 6 | 6 6 9 3 0 1 0 5 8 1 3
[relations] E125 is parent of E69. E69 is parent of E964. Who is the ancestor 2 of E964? | E125
[sorting] 2 8 2 6 | 2 2 6 8
[addition] 1 + 7 | 8
[sorting] 7 1 4 8 9 2 4 4 2 | 1 2 2 4 4 4 7 8 9
[sorting] 7 3 0 7 8 6 6 2 | 0 2 3 6 6 7 7 8
[addition] 68 + 7 | 75
[relations] E671 is parent of E958. E958 is parent of E445. Who is the ancestor 2 of E445? | E671
[copying] AHKB | AHKBAHKB
[reversing] 0 4 4 5 7 6 | 6 7 5 4 4 0
[reversing] 6 3 1 8 4 0 0 2 | 2 0 0 4 8 1 3 6
[addition] 38 + 75 | 113
[copying] TNDUI | TNDUITNDUITNDUITNDUI
[sorting] 0 2 1 2 4 1 1 5 1 | 0 1 1 1 1 2 2 4 5
[sorting] 1 9 1 9 4 1 7 4 | 1 1 1 4 4 7 9 9
[addition] 3 + 660 | 663
[copying] ZNYO | ZNYOZNYOZNYO
[addition] 27 + 8 | 35
[sorting] 5 9 4 6 0 9 0 4 2 3 6 | 0 0 2 3 4 4 5 6 6 9 9
[relations] E284 is parent of E92. E92 is parent of E38. Who is the ancestor 2 of E38? | E284
[reversing] 6 2 7 6 5 3 2 0 8 3 7 | 7 3 8 0 2 3 5 6 7 2 6
[sorting] 8 1 4 8 2 3 | 1 2 3 4 8 8
[relations] E275 is parent of E92. Who is the ancestor 1 of E92? | E275
[addition] 44 + 853 | 897
[relations] E459 is parent of E489. Who is the ancestor 1 of E489? | E459
[reversing] 0 8 2 1 5 6 0 3 3 7 0 9 | 9 0 7 3 3 0 6 5 1 2 8 0
[addition] 837 + 9 | 846
[addition] 282 + 397 | 679
[sorting] 8 8 4 6 | 4 6 8 8
[copying] IHDS | IHDSIHDSIHDSIHDS
[copying] AXY | AXYAXY
[sorting] 7 2 5 3 | 2 3 5 7
[relations] E886 is parent of E975. Who is the ancestor 1 of E975? | E886
[copying] EMXRIN | EMXRINEMXRINEMXRIN
[copying] TQBQU | TQBQUTQBQUTQBQU
[addition] 4 + 62 | 66
[copying] AT | ATATAT
[reversing] 4 5 3 6 4 9 7 2 5 9 | 9 5 2 7 9 4 6 3 5 4
[addition] 178 + 0 | 178
[copying] SHH | SHHSHH
[relations] E240 is parent of E984. E984 is parent of E60. Who is the ancestor 2 of E60? | E240
[sorting] 3 4 3 4 7 8 | 3 3 4 4 7 8
[addition] 9 + 856 | 865
[reversing] 3 1 7 5 3 9 6 6 4 2 6 | 6 2 4 6 6 9 3 5 7 1 3
[addition] 878 + 9 | 887
[sorting] 1 5 9 2 2 4 1 3 0 5 0 | 0 0 1 1 2 2 3 4 5 5 9
[reversing] 5 7 9 1 5 8 1 7 0 9 5 | 5 9 0 7 1 8 5 1 9 7 5
[addition] 236 + 779 | 1015
[addition] 193 + 63 | 256
[reversing] 8 3 8 2 3 7 1 2 9 4 | 4 9 2 1 7 3 2 8 3 8
[addition] 9 + 220 | 229
[copying] COSB | COSBCOSB
[copying] BQZ | BQZBQZ
[sorting] 7 5 3 3 1 6 8 1 7 4 7 2 | 1 1 2 3 3 4 5 6 7 7 7 8
[sorting] 4 9 8 6 2 2 0 9 7 | 0 2 2 4 6 7 8 9 9
[addition] 1 + 2 | 3
[relations] E199 is parent of E559. Who is the ancestor 1 of E559? | E199
[reversing] 6 0 1 9 1 4 5 6 | 6 5 4 1 9 1 0 6
[copying] UQQ | UQQUQQ
[addition] 11 + 3 | 14
[addition] 7 + 919 | 926
[relations] E131 is parent of E742. Who is the ancestor 1 of E742? | E131
[sorting] 5 6 6 2 4 1 9 0 6 4 | 0 1 2 4 4 5 6 6 6 9
[reversing] 0 1 6 0 | 0 6 1 0
[addition] 1 + 366 | 367
[addition] 161 + 153 | 314
[reversing] 8 9 2 0 8 1 3 0 5 3 5 5 | 5 5 3 5 0 3 1 8 0 2 9 8
[reversing] 8 3 0 | 0 3 8
[reversing] 4 1 8 2 2 5 9 5 | 5 9 5 2 2 8 1 4
[sorting] 7 6 8 7 2 3 6 | 2 3 6 6 7 7 8
[sorting] 8 1 5 2 0 9 3 0 5 9 4 5 | 0 0 1 2 3 4 5 5 5 8 9 9
[relations] E296 is parent of E942. Who is the ancestor 1 of E942? | E296
[relations] E679 is parent of E810. E810 is parent of E961. Who is the ancestor 2 of E961? | E679
[copying] DVIP | DVIPDVIPDVIP
[relations] E453 is parent of E424. E424 is parent of E10. Who is the ancestor 2 of E10? | E453
[sorting] 4 4 2 8 5 5 7 8 0 1 1 4 | 0 1 1 2 4 4 4 5 5 7 8 8
[sorting] 1 2 0 0 8 8 6 | 0 0 1 2 6 8 8
[relations] E672 is parent of E29. E29 is parent of E498. Who is the ancestor 2 of E498? | E672
[sorting] 8 3 5 0 | 0 3 5 8
[relations] E337 is parent of E803. Who is the ancestor 1 of E803? | E337
[relations] E306 is parent of E121. E121 is parent of E281. Who is the ancestor 2 of E281? | E306
[reversing] 6 9 2 4 | 4 2 9 6
[addition] 752 + 7 | 759
[copying] COSQH | COSQHCOSQHCOSQH
[addition] 96 + 9 | 105
[relations] E875 is parent of E716. Who is the ancestor 1 of E716? | E875
[reversing] 3 8 9 8 5 7 2 9 | 9 2 7 5 8 9 8 3
[copying] PNVLZ | PNVLZPNVLZPNVLZPNVLZ
[copying] MVCRQ | MVCRQMVCRQ
[addition] 2 + 84 | 86
[copying] LRR | LRRLRRLRR
[relations] E707 is parent of E240. Who is the ancestor 1 of E240? | E707
[sorting] 4 3 1 0 3 2 5 1 1 7 0 | 0 0 1 1 1 2 3 3 4 5 7
[reversing] 4 2 7 9 4 4 6 0 0 7 6 | 6 7 0 0 6 4 4 9 7 2 4
[relations] E45 is parent of E857. Who is the ancestor 1 of E857? | E45
[reversing] 1 8 0 4 7 0 6 2 0 6 0 7 | 7 0 6 0 2 6 0 7 4 0 8 1
[reversing] 2 1 1 | 1 1 2
[copying] GUWSK | GUWSKGUWSKGUWSK
[addition] 836 + 5 | 841
[addition] 499 + 613 | 1112
[copying] LGMFC | LGMFCLGMFCLGMFC
[sorting] 5 6 4 2 2 6 1 2 7 7 6 | 1 2 2 2 4 5 6 6 6 7 7
[addition] 688 + 29 | 717
[reversing] 2 3 4 4 5 | 5 4 4 3 2
[copying] ICRME | ICRMEICRMEICRME
[copying] LD | LDLD
[addition] 372 + 2 | 374
[reversing] 6 8 5 2 7 2 2 7 | 7 2 2 7 2 5 8 6
[relations] E222 is parent of E24. Who is the ancestor 1 of E24? | E222
[copying] BAC | BACBACBAC
[reversing] 3 3 0 0 | 0 0 3 3
[relations] E51 is parent of E103. E103 is parent of E940. Who is the ancestor 2 of E940? | E51
[copying] JEHSOP | JEHSOPJEHSOPJEHSOPJEHSOP
[sorting] 8 8 5 7 5 5 | 5 5 5 7 8 8
[relations] E526 is parent of E259. E259 is parent of E598. Who is the ancestor 2 of E598? | E526
[sorting] 9 9 4 0 5 9 | 0 4 5 9 9 9
[addition] 646 + 80 | 726
[copying] TYJUZS | TYJUZSTYJUZSTYJUZSTYJUZS
[relations] E866 is parent of E800. E800 is parent of E312. Who is the ancestor 2 of E312? | E866
[copying] YHGJ | YHGJYHGJ
[addition] 895 + 5 | 900
[addition] 0 + 70 | 70
[sorting] 3 6 2 8 | 2 3 6 8
[reversing] 0 2 7 7 | 7 7 2 0
[addition] 6 + 17 | 23
[sorting] 6 8 2 0 3 0 0 6 7 | 0 0 0 2 3 6 6 7 8
[addition] 1 + 10 | 11
[relations] E215 is parent of E631. Who is the ancestor 1 of E631? | E215
[copying] FEDOQK | FEDOQKFEDOQKFEDOQKFEDOQK
[addition] 9 + 61 | 70
[relations] E395 is parent of E507. Who is the ancestor 1 of E507? | E395
[sorting] 6 7 6 5 0 8 4 9 3 | 0 3 4 5 6 6 7 8 9
[copying] LLA | LLALLALLA
[sorting] 3 5 5 8 6 5 8 6 6 1 8 | 1 3 5 5 5 6 6 6 8 8 8
[reversing] 5 0 5 7 0 9 7 2 5 | 5 2 7 9 0 7 5 0 5
[reversing] 7 4 5 1 9 1 | 1 9 1 5 4 7
[relations] E287 is parent of E224. Who is the ancestor 1 of E224? | E287
[sorting] 8 4 5 5 9 1 9 3 2 7 4 | 1 2 3 4 4 5 5 7 8 9 9
[relations] E524 is parent of E462. Who is the ancestor 1 of E462? | E524
[sorting] 9 2 7 1 7 7 | 1 2 7 7 7 9
[sorting] 6 6 1 3 | 1 3 6 6
[relations] E129 is parent of E396. E396 is parent of E666. Who is the ancestor 2 of E666? | E129
[addition] 9 + 44 | 53
[copying] OTLED | OTLEDOTLED
[relations] E406 is parent of E158. Who is the ancestor 1 of E158? | E406
[reversing] 2 9 5 4 6 | 6 4 5 9 2
[relations] E480 is parent of E766. E766 is parent of E116. Who is the ancestor 2 of E116? | E480
[sorting] 4 7 0 1 5 6 0 3 7 5 4 | 0 0 1 3 4 4 5 5 6 7 7
[relations] E620 is parent of E69. E69 is parent of E52. Who is the ancestor 2 of E52? | E620
[reversing] 3 5 1 0 0 1 | 1 0 0 1 5 3
[reversing] 8 8 6 4 1 2 3 1 2 0 | 0 2 1 3 2 1 4 6 8 8
[sorting] 4 1 1 5 6 7 3 6 6 8 7 | 1 1 3 4 5 6 6 6 7 7 8
[reversing] 4 3 9 3 1 9 | 9 1 3 9 3 4
[sorting] 7 4 0 3 2 4 3 3 | 0 2 3 3 3 4 4 7
[relations] E253 is parent of E685. Who is the ancestor 1 of E685? | E253
[reversing] 7 5 6 6 7 2 1 9 7 0 1 | 1 0 7 9 1 2 7 6 6 5 7
[reversing] 0 4 7 9 5 6 | 6 5 9 7 4 0
[copying] DLPQBM | DLPQBMDLPQBMDLPQBMDLPQBM
[sorting] 5 1 7 8 7 8 | 1 5 7 7 8 8
[reversing] 8 9 0 2 2 2 1 4 7 | 7 4 1 2 2 2 0 9 8
[reversing] 9 4 3 2 7 1 5 9 0 1 | 1 0 9 5 1 7 2 3 4 9
[sorting] 6 5 8 2 3 2 6 9 0 0 1 | 0 0 1 2 2 3 5 6 6 8 9
[reversing] 8 6 8 9 2 6 7 8 1 | 1 8 7 6 2 9 8 6 8
[relations] E728 is parent of E74. E74 is parent of E731. Who is the ancestor 2 of E731? | E728
[relations] E512 is parent of E675. E675 is parent of E694. Who is the ancestor 2 of E694? | E512
[reversing] 2 4 7 0 8 6 6 3 8 9 5 7 | 7 5 9 8 3 6 6 8 0 7 4 2
[copying] HLU | HLUHLUHLUHLU
[copying] EQG | EQGEQGEQGEQG
[copying] QP | QPQPQPQP
[reversing] 0 5 9 3 4 6 8 6 7 7 4 6 | 6 4 7 7 6 8 6 4 3 9 5 0
[copying] TYBS | TYBSTYBSTYBS
[sorting] 5 6 4 1 5 7 3 | 1 3 4 5 5 6 7
[addition] 53 + 43 | 96
[sorting] 8 6 1 8 8 6 9 7 9 | 1 6 6 7 8 8 8 9 9
[relations] E83 is parent of E841. E841 is parent of E552. Who is the ancestor 2 of E552? | E83
[sorting] 1 3 8 9 3 7 9 5 8 | 1 3 3 5 7 8 8 9 9
[relations] E854 is parent of E729. Who is the ancestor 1 of E729? | E854
[copying] FBKXK | FBKXKFBKXKFBKXK
[reversing] 8 7 2 | 2 7 8
[copying] CPLUR | CPLURCPLUR
[sorting] 9 5 5 7 2 6 5 3 4 5 | 2 3 4 5 5 5 5 6 7 9
[copying] ODZRJ | ODZRJODZRJODZRJODZRJ
[copying] OYNZG | OYNZGOYNZGOYNZGOYNZG
[relations] E287 is parent of E832. Who is the ancestor 1 of E832? | E287
[relations] E149 is parent of E30. E30 is parent of E911. Who is the ancestor 2 of E911? | E149
[addition] 1 + 68 | 69
[addition] 7 + 806 | 813
[copying] ZSHOV | ZSHOVZSHOVZSHOVZSHOV
[relations] E237 is parent of E564. E564 is parent of E848. Who is the ancestor 2 of E848? | E237
[reversing] 8 2 9 3 4 9 | 9 4 3 9 2 8
[reversing] 8 8 9 2 | 2 9 8 8
[relations] E114 is parent of E57. E57 is parent of E237. Who is the ancestor 2 of E237? | E114
[reversing] 9 6 1 | 1 6 9
[relations] E707 is parent of E54. Who is the ancestor 1 of E54? | E707
[relations] E988 is parent of E389. E389 is parent of E989. Who is the ancestor 2 of E989? | E988
[copying] TYNE | TYNETYNETYNE
[copying] PFVJI | PFVJIPFVJIPFVJI
[addition] 4 + 5 | 9
[copying] MZIPAQ | MZIPAQMZIPAQMZIPAQ
[relations] E741 is parent of E660. Who is the ancestor 1 of E660? | E741
[sorting] 2 5 1 2 7 0 4 | 0 1 2 2 4 5 7
[reversing] 4 9 4 4 7 3 0 5 9 5 | 5 9 5 0 3 7 4 4 9 4
[copying] UFG | UFGUFG
[addition] 331 + 7 | 338
[addition] 41 + 7173 | 7214
[relations] E2 is parent of E87. Who is the ancestor 1 of E87? | E2
[addition] 6 + 493 | 499
[addition] 525 + 0 | 525
[sorting] 3 8 7 9 7 3 9 | 3 3 7 7 8 9 9
[sorting] 2 6 8 3 4 1 7 0 5 3 | 0 1 2 3 3 4 5 6 7 8
[copying] SGGJ | SGGJSGGJSGGJ
[copying] HZDFFD | HZDFFDHZDFFDHZDFFDHZDFFD
[addition] 22 + 146 | 168
[sorting] 3 4 8 1 9 8 8 9 3 | 1 3 3 4 8 8 8 9 9
[reversing] 2 2 3 7 7 0 1 0 | 0 1 0 7 7 3 2 2
[reversing] 1 5 5 9 2 9 5 | 5 9 2 9 5 5 1
[relations] E676 is parent of E944. Who is the ancestor 1 of E944? | E676
[addition] 6 + 1 | 7
[sorting] 9 7 0 4 5 5 1 8 | 0 1 4 5 5 7 8 9
[copying] MORPRZ | MORPRZMORPRZ
[sorting] 9 4 0 8 1 | 0 1 4 8 9
[sorting] 0 7 4 7 0 9 | 0 0 4 7 7 9
[relations] E844 is parent of E128. E128 is parent of E40. Who is the ancestor 2 of E40? | E844
[addition] 646 + 2 | 648
[addition] 398 + 36718 | 37116
[addition] 31 + 648 | 679
[reversing] 7 5 3 | 3 5 7
[sorting] 1 0 1 0 9 7 4 6 | 0 0 1 1 4 6 7 9
[sorting] 5 5 2 9 6 5 6 5 2 5 | 2 2 5 5 5 5 5 6 6 9
[sorting] 9 3 4 0 8 | 0 3 4 8 9
[reversing] 0 3 0 0 2 9 4 2 | 2 4 9 2 0 0 3 0
[sorting] 3 5 5 8 5 | 3 5 5 5 8
[reversing] 6 5 1 3 1 | 1 3 1 5 6
[reversing] 7 6 8 0 1 | 1 0 8 6 7
[relations] E734 is parent of E468. E468 is parent of E362. Who is the ancestor 2 of E362? | E734
[addition] 190 + 568 | 758
[sorting] 3 5 0 3 1 9 9 4 4 7 | 0 1 3 3 4 4 5 7 9 9
[addition] 917 + 4 | 921
[copying] YGR | YGRYGRYGR
[reversing] 4 3 3 3 3 3 7 8 7 | 7 8 7 3 3 3 3 3 4
[reversing] 9 3 1 8 7 0 8 0 9 8 9 1 | 1 9 8 9 0 8 0 7 8 1 3 9
[reversing] 5 4 5 0 3 7 | 7 3 0 5 4 5
[sorting] 9 3 4 1 6 7 | 1 3 4 6 7 9
[copying] QY | QYQYQY
[sorting] 8 8 4 2 8 | 2 4 8 8 8
[addition] 23 + 3 | 26
[relations] E596 is parent of E771. Who is the ancestor 1 of E771? | E596
[reversing] 7 1 3 1 1 3 5 0 7 7 5 | 5 7 7 0 5 3 1 1 3 1 7
[copying] DFONRT | DFONRTDFONRTDFONRTDFONRT
[copying] BXKC | BXKCBXKCBXKC
[addition] 418 + 9 | 427
[addition] 797 + 30 | 827
[addition] 21 + 1 | 22
[addition] 0 + 2 | 2
[addition] 95 + 31 | 126
[copying] MKIXA | MKIXAMKIXAMKIXA
[reversing] 0 3 9 8 3 2 8 6 0 1 5 | 5 1 0 6 8 2 3 8 9 3 0
[copying] VP | VPVPVPVP
[sorting] 4 4 2 0 2 6 0 0 7 8 3 9 | 0 0 0 2 2 3 4 4 6 7 8 9
[sorting] 6 7 0 1 | 0 1 6 7
[reversing] 8 2 3 2 3 | 3 2 3 2 8
[reversing] 6 7 2 8 3 1 0 7 3 | 3 7 0 1 3 8 2 7 6
[addition] 4 + 818 | 822
[copying] QVHRJM | QVHRJMQVHRJMQVHRJM
[relations] E79 is parent of E819. Who is the ancestor 1 of E819? | E79
[relations] E631 is parent of E811. Who is the ancestor 1 of E811? | E631
[sorting] 9 9 3 3 9 6 7 4 6 0 | 0 3 3 4 6 6 7 9 9 9
[addition] 1668 + 2 | 1670
[sorting] 9 3 3 1 2 1 3 4 6 6 0 3 | 0 1 1 2 3 3 3 3 4 6 6 9
[sorting] 6 2 3 5 9 2 5 4 | 2 2 3 4 5 5 6 9
[reversing] 5 1 2 2 | 2 2 1 5
[relations] E49 is parent of E201. E201 is parent of E806. Who is the ancestor 2 of E806? | E49
[addition] 780 + 687 | 1467
[sorting] 1 9 5 3 | 1 3 5 9
[sorting] 5 8 0 5 7 | 0 5 5 7 8
[sorting] 4 1 4 2 9 1 7 1 0 8 0 | 0 0 1 1 1 2 4 4 7 8 9
[sorting] 4 3 0 4 8 5 7 | 0 3 4 4 5 7 8
[copying] GGB | GGBGGBGGBGGB
[addition] 1280 + 19477 | 20757
[sorting] 0 9 4 3 8 | 0 3 4 8 9
[relations] E329 is parent of E698. E698 is parent of E208. Who is the ancestor 2 of E208? | E329
[copying] VD | VDVD
[sorting] 6 9 4 8 2 1 2 4 9 | 1 2 2 4 4 6 8 9 9
[copying] URKOS | URKOSURKOSURKOS
[relations] E51 is parent of E645. Who is the ancestor 1 of E645? | E51
[sorting] 8 8 6 0 9 8 5 | 0 5 6 8 8 8 9
[sorting] 4 6 0 5 6 8 4 2 3 3 6 9 | 0 2 3 3 4 4 5 6 6 6 8 9
[copying] ZOHC | ZOHCZOHCZOHCZOHC
[addition] 918 + 31 | 949
[relations] E618 is parent of E27. Who is the ancestor 1 of E27? | E618
[relations] E578 is parent of E350. E350 is parent of E108. Who is the ancestor 2 of E108? | E578
[copying] FDJW | FDJWFDJW
[reversing] 1 7 9 2 0 3 0 | 0 3 0 2 9 7 1
[copying] WYZ | WYZWYZWYZ
[copying] UV | UVUVUV
[sorting] 1 3 3 9 | 1 3 3 9
[relations] E299 is parent of E64. E64 is parent of E911. Who is the ancestor 2 of E911? | E299
[reversing] 4 6 7 8 | 8 7 6 4
[relations] E985 is parent of E779. Who is the ancestor 1 of E779? | E985
[relations] E557 is parent of E847. Who is the ancestor 1 of E847? | E557
[reversing] 7 8 0 9 6 9 5 4 | 4 5 9 6 9 0 8 7
[reversing] 4 3 0 4 6 6 5 | 5 6 6 4 0 3 4
[addition] 298 + 67 | 365
[sorting] 8 5 0 2 2 1 4 1 7 2 | 0 1 1 2 2 2 4 5 7 8
[copying] TNS | TNSTNSTNS
[sorting] 1 3 8 7 2 4 4 1 0 5 | 0 1 1 2 3 4 4 5 7 8
[reversing] 0 3 6 2 2 5 8 2 5 7 | 7 5 2 8 5 2 2 6 3 0
[relations] E183 is parent of E174. Who is the ancestor 1 of E174? | E183
[sorting] 6 8 3 9 3 4 3 2 3 1 5 | 1 2 3 3 3 3 4 5 6 8 9
[sorting] 4 6 7 0 2 9 4 5 | 0 2 4 4 5 6 7 9
[relations] E749 is parent of E67. Who is the ancestor 1 of E67? | E749
[relations] E391 is parent of E625. E625 is parent of E104. Who is the ancestor 2 of E104? | E391
[reversing] 5 1 3 8 9 5 0 0 0 6 4 | 4 6 0 0 0 5 9 8 3 1 5
[sorting] 6 6 5 2 1 5 3 9 5 5 | 1 2 3 5 5 5 5 6 6 9
[addition] 55 + 62 | 117
[sorting] 4 0 5 9 9 6 8 0 6 | 0 0 4 5 6 6 8 9 9
[reversing] 7 5 5 7 6 7 2 | 2 7 6 7 5 5 7
[addition] 0 + 500 | 500
[copying] SF | SFSF
[reversing] 7 7 3 4 8 1 9 7 | 7 9 1 8 4 3 7 7
[sorting] 1 7 4 7 4 2 6 | 1 2 4 4 6 7 7
[copying] TTGD | TTGDTTGDTTGD
[reversing] 5 7 3 4 | 4 3 7 5
[sorting] 7 4 3 7 | 3 4 7 7
[reversing] 8 3 9 2 4 | 4 2 9 3 8
[relations] E460 is parent of E474. Who is the ancestor 1 of E474? | E460
[copying] DYNMVX | DYNMVXDYNMVX
[sorting] 4 7 3 4 4 2 5 0 | 0 2 3 4 4 4 5 7
[copying] PRFC | PRFCPRFCPRFCPRFC
[copying] DUOMG | DUOMGDUOMGDUOMGDUOMG
[relations] E673 is parent of E911. Who is the ancestor 1 of E911? | E673
[reversing] 2 7 7 8 6 0 9 6 5 7 | 7 5 6 9 0 6 8 7 7 2
[sorting] 6 0 4 3 7 | 0 3 4 6 7
[copying] REJJ | REJJREJJREJJREJJ
[copying] NG | NGNG
[sorting] 9 1 7 1 5 9 9 | 1 1 5 7 9 9 9
[copying] FKJJUR | FKJJURFKJJUR
[reversing] 1 7 2 7 7 8 | 8 7 7 2 7 1
[relations] E700 is parent of E330. E330 is parent of E763. Who is the ancestor 2 of E763? | E700
[copying] FX | FXFX
[sorting] 7 6 9 1 1 9 | 1 1 6 7 9 9
[reversing] 5 7 2 5 8 3 5 5 | 5 5 3 8 5 2 7 5
[reversing] 1 6 9 1 8 1 1 1 | 1 1 1 8 1 9 6 1
[copying] BD | BDBDBDBD
[reversing] 2 3 1 4 1 9 4 | 4 9 1 4 1 3 2
[relations] E763 is parent of E560. Who is the ancestor 1 of E560? | E763
[relations] E188 is parent of E937. E937 is parent of E281. Who is the ancestor 2 of E281? | E188
[reversing] 0 4 0 8 2 7 1 7 | 7 1 7 2 8 0 4 0
[addition] 1 + 162 | 163
[relations] E541 is parent of E970. E970 is parent of E649. Who is the ancestor 2 of E649? | E541
[relations] E382 is parent of E566. Who is the ancestor 1 of E566? | E382
[sorting] 1 6 3 6 0 9 9 | 0 1 3 6 6 9 9
[relations] E716 is parent of E770. E770 is parent of E787. Who is the ancestor 2 of E787? | E716
[relations] E767 is parent of E169. E169 is parent of E313. Who is the ancestor 2 of E313? | E767
[reversing] 8 4 5 4 0 7 4 | 4 7 0 4 5 4 8
[relations] E479 is parent of E393. Who is the ancestor 1 of E393? | E479
[copying] JFDW | JFDWJFDWJFDW
[relations] E933 is parent of E860. E860 is parent of E651. Who is the ancestor 2 of E651? | E933
[sorting] 8 1 6 6 7 2 1 1 6 1 7 | 1 1 1 1 2 6 6 6 7 7 8
[reversing] 9 3 8 6 | 6 8 3 9
[reversing] 0 1 7 0 | 0 7 1 0
[relations] E892 is parent of E326. E326 is parent of E345. Who is the ancestor 2 of E345? | E892
[copying] SOBZSD | SOBZSDSOBZSD
[sorting] 4 0 7 3 5 0 6 1 2 2 7 4 | 0 0 1 2 2 3 4 4 5 6 7 7
[reversing] 6 0 4 6 7 4 3 4 6 | 6 4 3 4 7 6 4 0 6
[sorting] 0 1 5 0 | 0 0 1 5
[addition] 549 + 43 | 592
[sorting] 8 1 6 7 2 3 | 1 2 3 6 7 8
[sorting] 6 2 8 2 7 2 7 9 4 7 7 | 2 2 2 4 6 7 7 7 7 8 9
[relations] E672 is parent of E746. E746 is parent of E206. Who is the ancestor 2 of E206? | E672
[sorting] 8 5 4 9 1 2 8 9 0 | 0 1 2 4 5 8 8 9 9
[reversing] 3 4 3 | 3 4 3
[reversing] 1 5 5 6 0 | 0 6 5 5 1
[addition] 9 + 36 | 45
[addition] 7 + 82 | 89
[sorting] 8 1 2 2 3 4 6 9 7 5 | 1 2 2 3 4 5 6 7 8 9
[copying] PW | PWPWPW
[sorting] 8 6 7 2 4 5 3 2 7 | 2 2 3 4 5 6 7 7 8
[addition] 27 + 746 | 773
[sorting] 5 6 7 2 0 4 7 0 1 9 7 | 0 0 1 2 4 5 6 7 7 7 9
[reversing] 6 2 5 8 7 9 | 9 7 8 5 2 6
[sorting] 2 1 2 8 | 1 2 2 8
[relations] E364 is parent of E597. Who is the ancestor 1 of E597? | E364
[addition] 1 + 230 | 231
[addition] 320 + 856 | 1176
[copying] LNONXH | LNONXHLNONXHLNONXHLNONXH
[addition] 61 + 0 | 61
[addition] 49 + 3 | 52
[relations] E27 is parent of E191. E191 is parent of E143. Who is the ancestor 2 of E143? | E27
[relations] E722 is parent of E262. Who is the ancestor 1 of E262? | E722
[relations] E219 is parent of E927. E927 is parent of E677. Who is the ancestor 2 of E677? | E219
